,width,lenght,weight
0,37.879668345189316,48.05351798903288,9.227967546535892
1,37.15070830206216,57.46384762316808,18.411379760822985
2,34.2610179119146,21.429671874159933,12.445901353449411
3,35.596898334008266,-52.12094043704174,6.36339226982579
4,36.6988944472877,68.25297070226071,12.680652983083421
5,51.83694569911634,30.16380089316743,13.12444927104245
6,56.1537292834938,59.20236804821889,4.394631693628705
7,43.670624697980976,26.24774619291989,9.173074973090383
8,39.85880690002631,33.3031704219884,8.592832252911109
9,46.296417974085074,10.485648658104225,8.513439251570441
10,57.09640735294697,73.65761220944559,7.544965631686143
11,26.730126360125865,38.47218528800592,8.551243480844319
12,44.01873122636127,85.11864593597468,8.428162270597033
13,38.085733340194736,22.935290052441612,4.846119123544966
14,54.0382596346666,22.116353279941276,7.71419133650634
15,20.312314531525086,123.52354677130572,4.267231328898456
16,32.09584837869856,55.2637975626133,11.071004094987769
17,32.67278394602529,84.63644604680411,5.413720583863791
18,40.8774382110334,85.61972878334146,12.182624756215446
19,34.997140008492096,56.152266860994935,10.237750818285834
20,45.041144410209505,15.125533569080751,9.823364568548055
21,46.07406099572028,61.70895233551073,9.00917868795306
22,51.664495876595154,-36.98902317645312,8.428948268254013
23,48.24424421115831,98.38219345590139,11.084465291141882
24,9.132753989511656,8.447391153846986,12.481192981183597
25,51.64342260677994,59.69084479961198,5.055977074357989
26,50.826516054236286,59.485135753164016,9.428048487944087
27,44.85795994239145,0.588895255964708,11.29887458126639
28,27.651157238278785,15.619402216311698,4.393102772276118
29,21.41118279809881,60.87369271493239,11.533137413497707
30,44.88156280543289,38.095063907082476,10.730667745137719
31,43.85894995313485,96.21663054488545,13.210091704223261
32,37.73478511869606,62.4570458071216,10.163766513029083
33,41.07671161406527,91.33131321421229,13.849226151238978
34,57.19995209490351,45.56720965915449,8.477965840908714
35,50.407938099949234,49.590930971663944,12.400082819382249
36,15.558935194343825,73.66331157696374,6.748328869099977
37,39.14182934029029,46.72693390820618,12.161251013446538
38,30.5175973071051,59.96894528308087,10.44598315775852
39,15.228655225378308,68.74792815651648,6.167602556841107
40,50.62876502515067,90.84040295285271,11.395968155038815
41,42.192505340411905,-16.267123460368367,8.452881313261427
42,47.259358612811496,54.52384021061331,7.044593089958093
43,40.19410756648662,82.22652340643103,14.228369202988933
44,26.272103862219577,69.37656610684036,10.673849236429138
45,44.96968484794682,65.3652115846038,4.956518011422387
46,43.12543021452366,30.44256776873409,10.41861853747039
47,42.86478814659497,67.13360502448114,8.094218691589095
48,30.644092830164634,34.991454278136075,10.640833022444104
49,30.972689083954887,13.65717573428045,13.67844610714409
50,48.63507234684262,25.217572010522176,8.720879249758104
51,49.501087836407365,122.03824291559273,10.079383467990734
52,47.090472614545185,33.39293398881364,12.803838582570867
53,46.28473225147737,101.85225723695368,8.407753419851693
54,39.74124199393787,56.22749346391792,11.645301700714507
55,53.978929332897586,-22.651080256408292,13.379310926092156
56,46.60855946340033,76.12393634140228,2.7719373096517694
57,50.861435018322254,66.55186358211482,6.925568395147749
58,39.69531208346666,43.925152940804324,9.400571667741858
59,33.09031314436928,63.179216389371334,12.32274854275276
60,25.96927611907828,73.18612170159928,6.3307052919314675
61,26.164977982452967,39.524082044532626,7.371286570919155
62,47.209169970262415,-12.375091828225756,9.223815968373138
63,47.17304691225111,38.72392187760187,5.655534159312369
64,33.443316218029324,11.970195669791089,9.64584074624557
65,48.50597307705614,27.45797585696475,14.40694326406297
66,31.116865169657174,61.98759066838414,10.011793743737789
67,22.20719521116838,88.46135380626006,9.398184423866455
68,34.348428320182094,115.28087862414719,8.33537307524193
69,32.06383799141145,53.394754141567084,9.22361494551217
70,48.114294151941984,22.255671859003577,6.841731036587592
71,31.097799325457032,47.14382908959555,12.657947053225971
72,39.57480046107531,26.223599002851767,5.478737202587117
73,41.6530681301277,41.203943962278245,3.799188988607858
74,39.845871629989595,17.79274638704336,14.323890338335492
75,17.28296261702766,96.33143468354336,5.955752953073562
76,40.0273815573088,67.35333468147208,10.474179407980339
77,38.5738383769228,16.194679372790276,8.597308449954985
78,57.662718291867904,101.50611138880002,11.005146741698994
79,32.29056671819985,109.52063114584102,5.316499492892668
80,47.90005995208232,49.12394471387432,6.0647029562640276
81,54.88622112158611,62.875401541143134,10.633542084099465
82,33.800923000223435,47.69729231628334,7.77474472246833
83,46.29433363273918,-8.65915364626128,7.530894131997853
84,43.35221309820337,43.090027136404345,7.388339661947217
85,38.6482020926323,53.03635791718413,7.192775704322233
86,44.50454069462546,52.24293073876907,11.598835552399242
87,48.38252301211096,89.94851893868905,4.765765077970121
88,52.02772073014755,2.9794147528357797,4.004735783445916
89,53.45855949625772,64.05299283944237,10.938137055657148
90,22.8378049872898,41.696661021862006,5.805861041831081
91,43.03925008985515,80.45220375779164,7.529509428738907
92,52.35698508117042,30.091159384735846,12.422120502095488
93,49.31011033557694,44.91917157083367,10.708016899558165
94,25.88646399844261,70.46892581292789,8.820230849391738
95,47.69216891973307,43.23242548619247,7.209617166823557
96,40.343008454674084,65.60062605331503,6.57448157135924
97,53.212495403985784,76.8988376282558,8.586805276363112
98,28.67418412346585,25.761701040408845,10.84380921771222
99,43.22026023337769,61.79045190006517,10.423962158207544
100,31.17552682404488,24.63121685646919,9.379453655263585
