,length,width,class,L/W
0,7.872780100711359,3.756298196484763,0,2.0958879431028405
1,7.829042498123729,3.9547918130716595,0,1.9796345466900738
2,7.6556610747148754,4.182659601092379,0,1.8303332818944813
3,7.735813900040496,3.209214071007971,0,2.410501053801868
4,7.801933666837262,4.040238866006636,0,1.9310575254548448
5,8.710216741946981,3.617069853172432,0,2.408086405715248
6,8.969223757009628,4.127500249183029,0,2.173040149127777
7,8.22023748187886,3.507344550277965,0,2.343721115516691
8,7.9915284140015785,4.053814513982662,0,1.9713601563260272
9,8.377785078445104,4.688682016370162,0,1.7868102484226336
10,9.025784441176818,4.118270563662236,0,2.1916443569337756
11,7.203807581607552,3.7607427605211887,0,1.9155278731718413
12,8.241123873581676,4.189600320473386,0,1.96704297383921
13,7.885144000411684,3.6027944894911976,0,2.1886188688839865
14,8.842295578079996,4.278397830530459,0,2.06673056792002
15,6.818738871891505,3.917081326750357,0,1.740770309088371
16,7.525750902721914,3.184242818520565,0,2.363434992755503
17,7.560367036761518,4.621201720326286,0,1.6360175327355562
18,8.052646292662004,4.24936903361233,0,1.8950216441466745
19,7.699828400509526,3.8725732615753397,0,1.988297671966387
20,8.30246866461257,3.4738228735804815,0,2.39000921081943
21,8.364443659743216,4.30474933742219,0,1.9430733369372188
22,8.69986975259571,4.263747128694043,0,2.0404281703404914
23,8.494654652669498,3.739355718436777,0,2.2716893743986075
24,6.147965239370699,3.810156246167564,0,1.6135729986282359
25,8.698605356406796,3.2673356420858415,0,2.662293167669078
26,8.649590963254177,4.5070929620178095,0,1.9191064032062444
27,8.291477596543487,3.8075246667228932,0,2.1776556483033627
28,7.259069434296727,4.494022954178577,0,1.6152719975644958
29,6.884670967885929,3.268070788907769,0,2.106646830066638
30,8.292893768325973,3.6212544990424886,0,2.2900610190525774
31,8.23153699718809,3.2624199743771807,0,2.5231383641094673
32,7.8640871071217635,3.7187314841482784,0,2.1147230287112055
33,8.064602696843917,4.132154120006601,0,1.9516703546456862
34,9.031997125694211,3.8664561470054872,0,2.3359885078974343
35,8.624476285996954,3.1742095752457016,0,2.717046899881956
36,6.533536111660629,3.7384726530412506,0,1.7476484965980938
37,7.9485097604174175,3.6681965308292264,0,2.1668712931857526
38,7.431055838426306,4.031788490408989,0,1.843116486914841
39,6.5137193135226985,3.7951257079435003,0,1.71633822297084
40,8.637725901509041,4.094829494451966,0,2.1094226055595695
41,8.131550320424715,4.500609176827462,0,1.806766595573791
42,8.43556151676869,3.717686515446642,0,2.269035186726938
43,8.011646453989197,4.407439903254685,0,1.8177551208521245
44,7.176326231733174,4.051649201927248,0,1.771211147381568
45,8.29818109087681,3.399107439070223,0,2.4412823776899084
46,8.187525812871419,4.816290023330822,0,1.6999652789200466
47,8.171887288795698,4.48310081714465,0,1.8228203250625286
48,7.438645569809879,4.1021785213654915,0,1.8133402851843166
49,7.458361345037293,3.4009403319226106,0,2.193029167559947
50,8.518104340810558,3.483888708489272,0,2.4449989806087364
51,8.570065270184442,3.6204324857020906,0,2.367138540500223
52,8.425428356872711,3.9074198958823825,0,2.1562638726775645
53,8.377083935088642,4.830677068468195,0,1.7341428160804402
54,7.984474519636272,3.953392032917597,0,2.01965159365785
55,8.838735759973854,4.422657225286557,0,1.9985125027185817
56,8.39651356780402,4.24604277138635,0,1.9774915185469328
57,8.651686101099335,4.1627306461683595,0,2.078367984020992
58,7.981718725007999,4.613702838737962,0,1.7300027773768214
59,7.585418788662157,3.3923874568220724,0,2.2360119193955637
60,7.158156567144697,4.072082520571283,0,1.7578613721561962
61,7.169898678947178,3.8308403536790494,0,1.8716255487027476
62,8.432550198215745,3.0317213980477415,0,2.781439680983165
63,8.430382814735067,3.8885012516818196,0,2.1680288288678917
64,7.606598973081759,4.828896341891549,0,1.5752251517791214
65,8.510358384623368,4.034276042486242,0,2.1095131555198705
66,7.467011910179431,3.4528379809507674,0,2.1625723394421557
67,6.932431712670103,3.979520751132643,0,1.7420267781483507
68,7.660905699210926,4.124915051662098,0,1.857227507297158
69,7.523830279484686,4.103634997031997,0,1.8334550428891425
70,8.48685764911652,4.66091148688226,0,1.8208579315445186
71,7.465867959527422,4.062051825017058,0,1.8379548762886773
72,7.974488027664519,4.774921193094512,0,1.6700774117900037
73,8.099184087807663,3.7731793200410233,0,2.1465144910524967
74,7.990752297799376,4.644738242536945,0,1.7203880779802236
75,6.6369777570216595,3.9561917268813915,0,1.677617824213361
76,8.001642893438529,3.5728831676877664,0,2.239547871535046
77,7.914430302615368,2.122837122521193,0,3.728232476552782
78,9.059763097512075,2.6588802044571658,0,3.407360392666396
79,7.537434003091991,4.105520979583651,0,1.8359263149731553
80,8.47400359712494,3.7917896925824697,0,2.2348295354306846
81,8.893173267295166,3.203781165447706,0,2.7758366779874644
82,7.628055380013406,5.045193910154253,0,1.511944935289947
83,8.37766001796435,5.365923842578214,0,1.5612707641297907
84,8.201132785892202,4.802465147369623,0,1.7076923068112377
85,7.918892125557938,5.166356887587849,0,1.5327806997969968
86,8.270272441677527,4.927198008050146,0,1.6784940301090812
87,8.502951380726657,4.54114462335132,0,1.8724247047766478
88,8.721663243808853,3.446592716742201,0,2.5305175170371657
89,8.807513569775463,3.5565474442221134,0,2.4764223472075284
90,6.970268299237388,4.423870158025158,0,1.5756041769428777
91,8.18235500539131,4.089335931311202,0,2.000900670140769
92,8.741419104870225,3.764316752500727,0,2.3221794762789525
93,8.558606620134617,4.680631100270829,0,1.8285155221139735
94,7.153187839906557,3.66084014831115,0,1.9539743747638165
95,8.461530135183985,4.926989082726413,0,1.7173835770916073
96,8.020580507280444,4.333220852911096,0,1.8509512391670844
97,8.792749724239147,4.546272956978481,0,1.9340567113864926
98,7.320451047407951,4.523524997030125,0,1.6183067524141281
99,8.19321561400266,3.620561283509438,0,2.26296835557522
100,7.470531609442693,3.375412732483422,0,2.21322019009697
101,7.850935282482807,3.9107311600818346,0,2.007536432731551
102,7.784135177777759,4.830169768062578,0,1.611565545635064
103,8.492200066907829,4.458835768737512,0,1.9045779004577097
104,8.042248478538115,3.943714935472962,0,2.039257048271828
105,7.132351331544969,3.133164274080823,0,2.2764051634788247
106,8.711006041670995,3.7466246511920214,0,2.3250276856261842
107,8.137344142714625,4.395855490573478,0,1.8511400477482567
108,7.672453820713151,4.313024573842451,0,1.7789033401861194
109,7.443035336775454,3.9298116924389976,0,1.8939928727618014
110,7.709406184214805,5.2798597456070935,0,1.4601535941611181
111,8.0886318387955,3.553330837849343,0,2.276352022343957
112,8.172543080819874,2.3400393775397594,0,3.4924810066282808
113,7.548312872393125,3.441677418839367,0,2.193207542076571
114,8.623302191895982,3.306887628015184,0,2.6076792325331435
115,7.403268275470182,3.826314417862619,0,1.9348300915651493
116,8.389528039884896,2.9664908897005775,0,2.828098366663682
117,8.039187074120884,3.529248678773346,0,2.277874926318609
118,8.010703464521834,4.445599633305422,0,1.8019399238085825
119,8.082803066335218,4.042449145840209,0,1.999481694074654
120,8.024553435750038,4.748942961953402,0,1.689755699329197
121,7.5710886344964505,3.7718734949716337,0,2.0072488233207273
122,7.418210726043322,3.0993632779332536,0,2.393462805363688
123,8.193605836837031,4.545444481328071,0,1.8025972752488781
124,8.326682888090858,3.5295776612291756,0,2.3591159303719897
125,7.88846313606944,4.025700467899761,0,1.9595256028039543
126,8.65218160953901,3.4314404474962186,0,2.521443033013192
127,7.789430510678178,4.0078805309000085,0,1.9435286183365814
128,7.061470255733236,2.6478064879658625,0,2.6669132687102466
129,8.54010066506637,4.147314204420502,0,2.059188246688357
130,8.364346820611875,3.953020499248145,0,2.1159381344475077
131,8.952647232239055,3.241620140341635,0,2.761781715514494
132,7.072490634581297,3.282492852678179,0,2.1546096067843274
133,8.151976454019842,3.91203954584287,0,2.0838174968559664
134,7.784919093542089,4.993265833221002,0,1.5590836445654002
135,7.538513378977182,3.8199822636239116,0,1.9734419844728814
136,7.7228281907144325,3.942768099929645,0,1.9587325439840702
137,8.101293691834158,3.6944775507957845,0,2.192811725189439
138,8.165044812981417,3.9392052630888226,0,2.0727644963032508
139,9.060610219339985,4.7517789573212115,0,1.9067827650905405
140,8.000711122750731,3.332090862932443,0,2.401108328633517
141,8.634415580282687,4.953926189181613,0,1.7429439298345883
142,7.899341235772712,4.252067958952977,0,1.8577645776192708
143,6.858108388986317,4.133494294771019,0,1.6591551602386405
144,8.4515377767002,3.199253418994941,0,2.6417218862753566
145,7.511178437239989,3.747625316736115,0,2.004250105712711
146,7.973786641047457,4.141020768949126,0,1.92556064940263
147,8.296753661846832,3.8913787624922715,0,2.132085866792647
148,8.175860371170259,3.736561640756146,0,2.1880705196972903
149,7.713960272265403,4.290476061703466,0,1.7979264215269146
150,8.767310238822617,5.300679092914632,0,1.6539975510952545
151,8.199421220935491,4.191131475849547,0,1.956374136240491
152,8.433309799866311,3.7528949859156757,0,2.2471478236177322
153,9.809334460704697,3.7126279532878153,0,2.64215390934009
154,7.994558289410645,4.323635281586813,0,1.8490362319544609
155,8.563948461795823,4.887999777114651,0,1.752035362581595
156,8.467042672512482,3.6285345068461723,0,2.3334607006043924
157,7.272652629537672,4.908763199296208,0,1.4815651793063445
158,7.947038537469426,3.6797221807158094,0,2.1596843857172674
159,8.31704099739125,4.044553211441397,0,2.0563559341644124
160,8.720158198879568,5.289108651292542,0,1.648700901001259
161,8.039466241843138,4.143485742176974,0,1.9402664186842908
162,8.129549744540256,4.821967498596641,0,1.685940385725585
163,7.47673761954505,3.618079470674728,0,2.0664934753770705
164,8.358817775066775,4.144211986832543,0,2.0169860522640617
165,9.113871401090497,3.169168696040381,0,2.875792447551795
166,8.267490497008657,4.349444245832356,0,1.9008153754196477
167,7.430333361017313,3.461218713969928,0,2.146739046286651
168,8.02782822293665,4.275605773179513,0,1.8775884982882398
169,7.917719285168996,4.10711016815331,0,1.927807865141601
170,8.416024436446445,3.735608816266356,0,2.252919095757474
171,8.01288726308502,3.9373224022741407,0,2.0351107794619234
172,6.872269877769286,3.4901922826995735,0,1.9690232861479375
173,7.697256707959527,3.5806887208917946,0,2.149658154602859
174,8.098037259883307,4.003715425776918,0,2.0226305815208856
175,8.236753995561587,4.808864607879821,0,1.7128271779714521
176,8.202675865720227,3.3323751425946204,0,2.461510338638987
177,7.68394131835415,4.9984499128299,0,1.5372648425727338
178,8.432610149024454,2.998617334283459,0,2.812166144914081
179,8.591072302755327,4.9596799573645,0,1.7321827973997932
180,7.96834680265309,4.319097172769267,0,1.844910286550474
181,8.176342477272602,4.105581524529918,0,1.9915187235768699
182,7.385333842692811,3.5265172487010656,0,2.094228759383802
183,7.290506915704124,3.125361568889868,0,2.332692315754596
184,7.790788257293445,3.470502173809905,0,2.2448590627853564
185,7.6938479454013216,4.9780204117739695,0,1.5455637600850132
186,8.086147645678714,3.6290580005356383,0,2.2281671013484003
187,6.591889134995915,3.5014738528955593,0,1.8826041295566789
188,7.586723527326594,3.723461747127462,0,2.037545714865883
189,7.208043498583614,4.191523667848829,0,1.7196714297173281
190,7.454322634760387,5.215330144956324,0,1.4293098284428576
191,8.103224209679357,2.9672430914410857,0,2.730893277012874
192,9.033740058052524,3.5403831032971493,0,2.5516278307958893
193,7.976898579799549,3.9850031079139554,0,2.0017295755574067
194,7.906308773669239,3.6409915882885775,0,2.1714713099311345
195,7.825116436353234,4.343484433905679,0,1.8015757982852625
196,9.063796797247441,4.8528157293427565,0,1.8677397417838904
197,7.0872158737146576,3.407612652926348,0,2.0798185109532286
198,8.899180134180734,4.530668166020166,0,1.9642092089030567
199,9.396093030210787,4.210080742844592,0,2.2318082726038657
200,8.012076528828583,3.2572237526389665,0,2.459786964999653
201,7.77334806658465,3.865897341614946,0,2.0107487032589955
202,7.827675172477283,4.720472463191174,0,1.65823977017452
203,8.143065592848956,4.536770080008471,0,1.7949037419224365
204,8.895762515945428,3.5554582960557517,0,2.5020016479489984
205,7.745188119243258,4.445307200229628,0,1.7423291058136927
206,6.539575371452184,4.507631628180741,0,1.4507785708504148
207,7.896173051874404,3.492241544549757,0,2.261061542033866
208,8.03459524882932,3.329563840198143,0,2.4131074322188635
209,7.201396716760719,3.2575050862162658,0,2.2107092778557886
210,6.483264599572326,3.4202484450351096,0,1.8955537013644557
211,7.675451323873658,2.6094339431306244,0,2.9414238839344464
212,7.158495453437754,4.191235558156803,0,1.707967818584235
213,7.933519939970198,4.288499167820639,0,1.8499525427218195
214,8.383109945745321,4.865712934642394,0,1.722894477818478
215,8.122746908663672,3.5531803833578945,0,2.2860496885292827
216,7.542903628646017,3.8333634443830764,0,1.9676985336985016
217,7.438696012614791,5.468007488516078,0,1.3604034062201922
218,6.984526651419059,4.0716562410866715,0,1.7154018507109974
219,8.397190123141721,3.72668305409972,0,2.253261144358381
220,8.056828194608673,3.4704589130333354,0,2.3215454775595217
221,7.973346976880192,4.635339515558597,0,1.7201214603844046
222,7.977351218046951,4.136483544484161,0,1.9285344985076605
223,8.012901107622298,4.712467739750261,0,1.7003620077931705
224,8.198720704620122,3.508218540583913,0,2.3370039835817966
225,8.483211509553648,3.8322951197212825,0,2.2136112289208616
226,7.72700640632428,3.284915000290691,0,2.3522698169177882
227,8.447380051037275,4.459681409988327,0,1.8941667070920625
228,7.792739208188311,2.7240173460991977,0,2.860752417508479
229,8.490496327323694,3.624365464276314,0,2.3426159450559196
230,7.5272176360449015,4.605136105930689,0,1.634526637844869
231,7.120811133966265,4.5710208760315645,0,1.5578163668655916
232,8.650189352663121,3.5428366190265352,0,2.4415998486094264
233,8.412165544679363,3.6996513627755303,0,2.2737725044363204
234,7.346955167030986,4.87928764577,0,1.5057433995309295
235,7.967269612409125,2.8472163609993313,0,2.798266307240778
236,9.383207825460483,4.081096390736158,0,2.299187994373227
237,6.172525978067239,3.2698759975976075,0,1.8876942069369669
238,7.718551228309654,5.457270839498338,0,1.4143610341720156
239,8.026382250156017,3.8485072464687935,0,2.085583249848533
240,7.707613153362054,4.329342628163624,0,1.7803195116094082
241,8.018600408130686,4.042853212840776,0,1.9834013222795905
242,8.98941317629181,4.450722263962764,0,2.019765027595309
243,7.810229452213557,3.002512337402158,0,2.6012314270692207
244,7.760288973666803,3.403990154521697,0,2.2797624615213437
245,7.067307919458328,4.560262006173807,0,1.5497591826720511
246,7.26709794891369,3.882964314230102,0,1.8715335400538133
247,7.358381885073499,4.868755905205439,0,1.511347462953785
248,8.166048587372186,4.292858663272951,0,1.9022402617714527
249,7.885985189457139,3.435584374533703,0,2.2953839375659255
250,7.519313547703845,4.14368898829594,0,1.8146423558675682
251,8.578204484626323,3.334767867891413,0,2.572354306043603
252,8.380389565768391,3.4010709984674605,0,2.464044287680156
253,7.293144693708305,3.3900373462207125,0,2.1513464156490376
254,7.869794703890381,3.4770647914739206,0,2.2633442791137615
255,8.409946354178869,3.675080470446792,0,2.2883706688350265
256,7.013076526992723,4.701459068269113,0,1.4916808644203838
257,7.788840706845727,3.9320616581916776,0,1.9808541635198442
258,7.5212615544100725,3.934084028807727,0,1.9118202609133097
259,8.36514046939366,4.189466439774401,0,1.996707836104331
260,8.949309283441712,4.68143304441854,0,1.9116602114199983
261,8.088355484807593,3.722807895813679,0,2.172649169972751
262,7.515477362806237,4.604631275701795,0,1.6321561733867167
263,7.8262216228981165,3.94745413803614,0,1.9825997590415743
264,7.806040183313616,3.8439867696706553,0,2.030714633282263
265,7.136157422150542,3.8413738247600624,0,1.8577097017097202
266,8.109666587110128,4.5087548993683955,0,1.79864879952693
267,7.895750558284666,2.8164942565231605,0,2.8033966481549393
268,7.683545958835284,3.1434461548775787,0,2.4443065286526338
269,8.104136173293115,2.6543032828006865,0,3.053206551717798
270,7.773654747352056,4.601711611406173,0,1.6892963757406374
271,7.810215727167287,4.5425338856046755,0,1.719352221437009
272,7.968573368961919,3.3148817109738635,0,2.403878648997363
273,8.170782634622288,4.164260157532773,0,1.9621210792611203
274,7.470139590154007,2.9322139476999562,0,2.5476106871443074
275,7.938048403894228,3.7595719563977443,0,2.11142345350935
276,7.84524726205943,4.425855442548414,0,1.772594555763919
277,8.25842980826538,4.760188924779005,0,1.734895387297844
278,8.291820183539524,4.099677866466345,0,2.0225540770808252
279,8.942999483648595,4.453358860337469,0,2.0081470557643106
280,7.775227872255142,3.772572021906285,0,2.0609885847391483
281,7.847294778827378,3.5788418050733837,0,2.192691157151181
282,6.781338939116837,4.65800719539771,0,1.4558455267774295
283,8.382668740501632,3.514301105818308,0,2.385301796315407
284,7.639500256667359,3.8899751514369116,0,1.9638943590283389
285,8.325799000615044,3.2027750552313856,0,2.5995578387610316
286,7.771554863167903,4.3360899161965225,0,1.7922955965786012
287,7.715318679159814,3.4901648552667,0,2.2105886108838972
288,7.500194006351727,3.501740949732907,0,2.141847188017663
289,8.412799150711141,4.1841054252829615,0,2.010656590982576
290,7.717117401810997,3.7520027940172436,0,2.056799481630538
291,8.054795758422756,4.1755318697872745,0,1.9290466483334765
292,8.195868190381209,4.322290575078469,0,1.8961863040021127
293,7.452165650064028,3.391879508612915,0,2.1970608422678133
294,8.392793331598837,3.417080784367724,0,2.4561296209307466
295,7.538545100344885,3.355353245523704,0,2.2467217454382418
296,7.9854367126405545,4.399081832770595,0,1.8152507764583294
297,8.91406665571747,4.217097758265867,0,2.1137917986950026
298,9.08996283141665,4.696314695641898,0,1.9355523257101965
299,7.844911119890383,5.441646902157741,0,1.4416428079483972
300,8.837019774338243,4.208796898949717,0,2.099654601186262
301,7.65772144377575,3.4693377490027393,0,2.2072574069725444
302,8.270859408951925,3.607029978748009,0,2.2929832736856595
303,7.79785980987095,4.552655674875958,0,1.7128156326215929
304,7.761563293384821,3.1129231606919308,0,2.4933359716015624
305,8.271033479622503,3.6947439608821133,0,2.23859449184885
306,9.211224004941474,3.158447778514187,0,2.916376856885905
307,8.754351846796718,4.3565164192380585,0,2.0094844146892545
308,8.530649274407775,4.174820604897847,0,2.043357088062592
309,8.264274145522908,4.1134725908417575,0,2.0090748055359606
310,8.200556404956558,3.9475078466916678,0,2.077400913041703
311,8.036478499334073,3.4786891377101545,0,2.310203119967219
312,7.809281090205835,5.164218907046692,0,1.5121901745005226
313,8.275321905566734,3.987661222737134,0,2.075231932537776
314,8.156698403353962,4.595015862254231,0,1.7751186607117468
315,8.15098626251477,4.162230554084422,0,1.9583216634927054
316,8.358124906148895,3.974551662206481,0,2.1029101182971823
